"","d5__lactobacillus","d5__corynebacterium1","d5__gardnerella","d5__sneathia","d5__finegoldia","d5__anaerococcus","d5__peptoniphilus","d5__staphylococcus","d5__streptococcus","d5__veillonella","Other","status"
"1",2.60926245267349,0.822743164641678,0.226488698767884,0.189113218480002,-0.875925846873397,-0.175188525410297,-0.529974879698826,-0.992994901605777,-0.312778904396831,-2.14211191248608,1.18136743590815,1
"2",2.34322169299976,1.58397659392967,0.305857949612608,-0.370562437062084,0.369793884409312,-0.903753221703407,-0.311667756516163,-0.723857832693913,-0.956833632851155,-2.01865249919113,0.68247725906651,1
"3",1.54071457429154,0.707896338646295,-0.112107481674638,0.959243942565772,-1.42458441773935,-0.879101925410013,-1.57079031771943,-0.919315798198477,-1.16047789439531,0.845227600613145,2.01329537902046,1
"4",2.59482507139881,1.80921801278612,0.444603037252273,-0.423831668601614,-0.866183783704392,-1.0624198419245,-0.469239707828273,-0.471687703555706,-1.11697889174334,-1.72936473768388,1.29106021360451,1
"5",1.29936624495406,0.992411318655556,-0.389535844046113,0.19947108760478,-1.69636603809545,0.70250002481861,-0.633277598596964,0.358469702919748,-0.166507969333299,-2.05487421015783,1.3883432812769,1
"6",2.05650859702042,1.77619693695867,-0.1341456461583,-0.477715730795242,0.337514260604163,-0.594374026896296,-1.248599828914,-0.9627908057553,0.311433935477749,-2.15446610563191,1.09043841409005,1
"7",2.6845903365111,1.79908781846393,0.407844455667585,-0.450159124869269,-1.08348781163394,-0.475594029725177,-0.305841370641598,-0.4410681227863,-1.31472850932755,-1.67256558904049,0.851921947381714,1
"8",2.52807459896421,1.84509720766622,0.423694103428273,-0.516878944118905,-1.18574379180128,-0.718268607275562,-0.0589138603676305,-0.586518879014256,-1.18322169181642,-1.45013027448447,0.902810138819823,1
"9",2.0222847703219,1.13676324198334,-0.375205316842617,0.0355931620417032,-1.51196937255942,0.967366251436298,0.741075290144137,-1.72475007203636,-1.41413713813405,-1.34128939030608,1.46426857395114,1
"10",2.22491733625256,1.38844743428422,0.208532193366726,-0.36969840405809,-1.09681908952005,-0.969244957754551,-0.0416119526004159,-0.656684812447603,-0.603862775487564,-1.44764882731024,1.363673855275,1
